loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationSpeedAccuracy,locationCourse,locationCourseAccuracy,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,magnetometerTimestamp_sinceReboot,magnetometerX,magnetometerY,magnetometerZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionHeading,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerAverageActivePace,pedometerCurrentPace,pedometerCurrentCadence,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,IP_Timestamp_since1970,IP_en0,IP_pdp_ip0,deviceID,deviceOrientationTimeStamp_since1970,deviceOrientation,batteryTimeStamp_since1970,batteryState,batteryLevel,label
1676829319.871993,1,1676829319.00097,34.05293395901629,-117.819872580386,218.0782,0,1.170242,13.7926553448542,180,3.232191381275162,4.835025946941691,-9999,1676829319.864417,-8.450515747070312,9.075546264648438,-44.08837890625,27.15918731689453,15.67696094512939,12.21907234191895,1764233.238328292,0.106689453125,-0.3905487060546875,-0.9450836181640625,1764233.233349292,-0.5017688274383545,0.08337318897247314,0.5606300234794617,1764233.223002292,-149.3896026611328,84.03399658203125,-326.2562561035156,1764233.193510292,-0.8133072031741793,0.1046172749266004,0.4073998032237766,-0.6402295827865601,0.8223998546600342,0.509422779083252,0.04503520578145981,-0.01777809858322144,0.02673596143722534,2,0.2057958730225178,-0.03287748849683113,-0.3771160637655238,0.9024137000660197,0.09587966650724411,-0.3962232768535614,-0.9131342768669128,-9.357742309570312,7.971435546875,-44.23782348632812,-1,2,1764233.062791292,1,2,1676829319.681582,1676828598.712269,1215,0.7487738,0,0,935.7173,0,1,1676829315.85709,1764230.493732,0,1.98703,99.14559,0,0,0,0,0,1,1676829319.851255,1,0.55,1
1676829319.928947,2,1676829319.00097,34.05293395901629,-117.819872580386,218.0782,0,1.170242,13.7926553448542,180,3.232191381275162,4.835025946941691,-9999,1676829319.924258,-9.606948852539062,9.121780395507812,-43.83505249023438,26.91912651062012,15.43690013885498,12.21218585968018,1764233.298082542,-0.0041351318359375,-0.323089599609375,-0.9113006591796875,1764233.293102542,0.1359439790248871,-0.4690495133399963,0.7188338041305542,1764233.283052542,-150.4110260009766,84.23890686035156,-326.329833984375,1764233.253264542,-0.7866086896757035,0.1078299184806256,0.376109755996524,0.04317675158381462,-0.632925271987915,0.3170080482959747,-0.004059627652168274,0.01278227567672729,-0.02264338731765747,2,0.1927119689390288,-0.02264571018521638,-0.3666335989963074,0.9099060769838081,0.1000984236598015,-0.3673049509525299,-0.924698531627655,-8.619705200195312,9.612045288085938,-43.93359375,-1,2,1764233.062791292,1,2,1676829319.681582,1676828598.712269,1215,0.7487738,0,0,935.7173,0,1,1676829315.85709,1764230.493732,0,1.98703,99.14559,1676829319.880009,0,182416158,0,0,1,1676829319.851255,1,0.55,1
1676829319.98882,3,1676829319.00097,34.05293395901629,-117.819872580386,218.0782,0,1.170242,13.7926553448542,180,3.232191381275162,4.835025946941691,-9999,1676829319.983979,-8.065322875976562,9.900886535644531,-43.21426391601562,23.00734710693359,11.52512168884277,12.20554351806641,1764233.357839542,0.11773681640625,-0.3397674560546875,-0.8709564208984375,1764233.352860542,-0.9238892197608948,0.3111128807067871,1.600522756576538,1764233.343105542,-149.0343475341797,84.97746276855469,-326.0816650390625,1764233.313021542,-0.7626095594199696,0.06050353091291703,0.3866185308664835,-0.1024675741791725,0.1729195415973663,1.157230854034424,-0.03351210057735443,0.07954287528991699,0.05048644542694092,2,0.1892750760232009,-0.04390477356833872,-0.3596400179772569,0.9126369836843518,0.05600354447960854,-0.3770586848258972,-0.9244946241378784,-9.452102661132812,9.355522155761719,-44.30783081054688,-1,2,1764233.062791292,1,2,1676829319.681582,1676828598.712269,1215,0.7487738,0,0,935.7173,0,1,1676829315.85709,1764230.493732,0,1.98703,99.14559,1676829319.880009,0,182416158,0,0,1,1676829319.851255,1,0.55,1
1676829320.051174,4,1676829319.00097,34.05293395901629,-117.819872580386,218.0782,0,1.170242,13.7926553448542,180,3.232191381275162,4.835025946941691,-9999,1676829320.043557,-6.77880859375,12.43631744384766,-42.35858154296875,18.47001457214355,6.987788200378418,12.20184516906738,1764233.417597542,0.0203704833984375,-0.241424560546875,-1.0076904296875,1764233.412617542,-0.7472763657569885,0.9115712642669678,0.6150663495063782,1764233.403161542,-147.8407440185547,87.31330871582031,-325.3239135742188,1764233.372779542,-0.6759500227269001,0.05051168130564339,0.3470251143147049,-1.263344526290894,0.027262132614851,1.643089294433594,0.06158940121531487,-0.07428109645843506,0.08368998765945435,2,0.1710721547134245,-0.03375952733853621,-0.3223812157002747,0.9304111865313791,0.04748041555285454,-0.3401017785072327,-0.9391891956329346,-7.840194702148438,10.80834197998047,-42.804931640625,-1,2,1764233.062791292,1,2,1676829319.681582,1676828598.712269,1215,0.7487738,0,0,935.7173,0,1,1676829315.85709,1764230.493732,0,1.98703,99.14559,1676829319.880009,0,182416158,0,0,1,1676829319.851255,1,0.55,1
1676829320.108446,5,1676829319.00097,34.05293395901629,-117.819872580386,218.0782,0,1.170242,13.7926553448542,180,3.232191381275162,4.835025946941691,-9999,1676829320.103444,-5.675308227539062,12.64022827148438,-42.26712036132812,18.2325325012207,6.750305652618408,12.20363521575928,1764233.477355542,-0.0753631591796875,-0.3509368896484375,-0.8616485595703125,1764233.472375542,-0.006783337332308292,-0.2416451126337051,0.1130253523588181,1764233.463222542,-146.2958679199219,87.71359252929688,-324.8348388671875,1764233.432536542,-0.6205086154889797,0.06666297044690901,0.2918783723175628,-0.2983139753341675,0.7965375185012817,-0.09173856675624847,0.1183479726314545,0.100495845079422,0.07557296752929688,2,0.1484678502685735,-0.01297581518124923,-0.2972727723445203,0.9430895131314614,0.06379618495702744,-0.2877516448497772,-0.9555778503417969,-5.640716552734375,12.63963317871094,-42.11898803710938,-1,2,1764233.062791292,1,2,1676829319.681582,1676828598.712269,1215,0.7487738,0,0,935.7173,0,1,1676829315.85709,1764230.493732,0,1.98703,99.14559,1676829319.880009,0,182416158,0,0,1,1676829319.851255,1,0.55,1
1676829320.170038,6,1676829319.00097,34.05293395901629,-117.819872580386,218.0782,0,1.170242,13.7926553448542,180,3.232191381275162,4.835025946941691,-9999,1676829320.162948,-5.236907958984375,13.60710144042969,-41.13388061523438,17.48830413818359,6.006077766418457,12.20528984069824,1764233.537112542,0.1184234619140625,-0.19732666015625,-0.874786376953125,1764233.532132542,-0.7313061356544495,0.02561428397893906,0.08043412119150162,1764233.523282542,-145.8800811767578,88.44953918457031,-323.94482421875,1764233.492294542,-0.6186661048402333,0.0643809714694125,0.2848099918793047,-0.2102522701025009,0.02017962373793125,0.2933996617794037,-0.1055984795093536,-0.08706682920455933,-0.01184719800949097,2,0.1448166257333792,-0.01283565467388829,-0.2968347549186399,0.9437969035355257,0.06174471229314804,-0.2809751033782959,-0.957726776599884,-5.436935424804688,13.07860565185547,-41.69515991210938,-1,2,1764233.062791292,1,2,1676829319.681582,1676828598.712269,1215,0.7487738,0,0,935.7173,0,1,1676829315.85709,1764230.493732,0,1.98703,99.14559,1676829319.880009,0,182416158,0,0,1,1676829319.851255,1,0.55,1
1676829320.22775,7,1676829320.000979,34.05293321500844,-117.8198579764626,217.8642,0,1.380374,13.79266197636514,180,3.222046083982326,4.841792649988535,-9999,1676829320.223052,-5.229904174804688,15.02188110351562,-40.82931518554688,18.24076652526855,6.758540153503418,12.20680809020996,1764233.596870542,0.22723388671875,-0.282318115234375,-0.896240234375,1764233.591890542,-0.4425446689128876,0.4596879780292511,-0.6684342622756958,1764233.583342542,-146.4676818847656,90.27247619628906,-323.7690734863281,1764233.552052542,-0.6082835929289232,0.06565062935163209,0.2503806050991422,-0.6428043842315674,0.1817111074924469,-0.07640162110328674,0.05677295476198196,0.03840692341327667,0.09826189279556274,2,0.1288203454379539,-0.006305218113674946,-0.2930608472599343,0.9473545827700846,0.06355784088373184,-0.2477727085351944,-0.9667311310768127,-4.989288330078125,14.028564453125,-41.056396484375,-1,2,1764233.062791292,1,2,1676829319.681582,1676828598.712269,1215,0.7487738,0,0,935.7173,0,1,1676829315.85709,1764230.493732,0,1.98703,99.14559,1676829319.880009,0,182416158,0,0,1,1676829319.851255,1,0.55,1
1676829320.288558,8,1676829320.000979,34.05293321500844,-117.8198579764626,217.8642,0,1.380374,13.79266197636514,180,3.222046083982326,4.841792649988535,-9999,1676829320.282593,-3.783065795898438,15.28778076171875,-40.575927734375,18.74075317382812,7.258525848388672,12.20799541473389,1764233.656627542,0.2359466552734375,-0.344390869140625,-0.6038665771484375,1764233.651648542,0.3720326721668243,1.010271191596985,0.332193911075592,1764233.643402542,-145.0580749511719,90.59275817871094,-323.4473876953125,1764233.611809542,-0.6347045137918667,0.09250559667320593,0.2181736150955955,-0.1067292392253876,0.4662079513072968,-0.4558845162391663,0.09871985018253326,-0.08648580312728882,0.1024912595748901,2,0.1176658838684236,0.009729426301769872,-0.3050831104165606,0.9449785090467347,0.09018394351005554,-0.2164468914270401,-0.9721201658248901,-5.360610961914062,15.53453063964844,-40.34378051757812,-1,2,1764233.062791292,1,2,1676829319.681582,1676828598.712269,1215,0.7487738,0,0,935.7173,0,1,1676829315.85709,1764230.493732,0,1.98703,99.14559,1676829319.880009,0,182416158,0,0,1,1676829319.851255,1,0.55,1
1676829320.347253,9,1676829320.000979,34.05293321500844,-117.8198579764626,217.8642,0,1.380374,13.79266197636514,180,3.222046083982326,4.841792649988535,-9999,1676829320.342618,-1.45733642578125,14.84918212890625,-39.80319213867188,17.62109375,6.13886833190918,12.20785999298096,1764233.716385542,0.34844970703125,-0.2315673828125,-0.8278350830078125,1764233.711405542,-0.1369727700948715,0.9609007239341736,0.02405260503292084,1764233.703462542,-142.4612274169922,89.76689147949219,-322.7188720703125,1764233.671567542,-0.6304028403921542,0.1426451721494167,0.2337055432267241,0.4318738877773285,1.398009419441223,0.2815738618373871,0.1934135556221008,-0.1403032392263412,0.3532390594482422,2,0.132502614446782,0.03123827860730022,-0.2992121656570457,0.9444253611209841,0.1382972300052643,-0.231583908200264,-0.9629344344139099,-3.117019653320312,15.08380126953125,-40.86166381835938,-1,2,1764233.062791292,1,2,1676829319.681582,1676828598.712269,1215,0.7487738,0,0,935.7173,0,1,1676829315.85709,1764230.493732,0,1.98703,99.14559,1676829319.880009,0,182416158,0,0,1,1676829319.851255,1,0.55,1
1676829320.409128,10,1676829320.000979,34.05293321500844,-117.8198579764626,217.8642,0,1.380374,13.79266197636514,180,3.222046083982326,4.841792649988535,-9999,1676829320.402091,-0.49859619140625,16.29224395751953,-39.0194091796875,18.1416187286377,6.6593918800354,12.20931529998779,1764233.776142542,0.361328125,-0.179901123046875,-1.100814819335938,1764233.771163542,-0.7871909737586975,0.4045639932155609,-0.4943327605724335,1764233.763522542,-141.5505523681641,91.48863220214844,-321.4578857421875,1764233.731324542,-0.6260695179465858,0.2074168000489177,0.2355962867766711,-0.5809897780418396,0.7104076743125916,-0.1688890904188156,0.1039552688598633,0.1154571771621704,0.07200169563293457,2,0.142872347279508,0.06181185254138305,-0.2925947659608175,0.9434803015233238,0.2002439349889755,-0.2334228456020355,-0.9515335559844971,-0.7024383544921875,15.12445068359375,-40.08209228515625,-1,2,1764233.062791292,1,2,1676829319.681582,1676828598.712269,1215,0.7487738,0,0,935.7173,0,1,1676829315.85709,1764230.493732,0,1.98703,99.14559,1676829319.880009,0,182416158,0,0,1,1676829319.851255,1,0.55,1
