loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R),label
2023-02-21T15:37:52.006-08:00,1677022671,34.06472548,-118.4501946,111.9406,1.147627,1.157135,336.1349182,37.18221508,10.06580723,14.2513283,-9999,339678.8644,1.475769043,0.325027466,-0.300292969,339678.8344,1.112213756,1.248937734,-0.460852822,1.685009241,1.816664934,3.514899492,0.547994614,-0.038538456,-0.027706563,XArbitraryZVertical,-0.457847424,0.385631197,0.303526684,0.741306819,0.849679887,0.444712132,-0.283328623,0,0,0,-1,-1,339659.5887,walking,2,2023-02-21T15:37:32.729-08:00,2023-02-14T17:43:35.488-08:00,40963,1.272834,0.7073622,1.941418,30401.45,78,100,2023-02-21T15:37:50.663-08:00,698715470.7,0,0.4400024,99.2793,1,0.51,0
2023-02-21T15:37:52.041-08:00,1677022671,34.06472548,-118.4501946,111.9406,1.147627,1.157135,336.1349182,37.18221508,10.06580723,14.2513283,-9999,339678.8994,1.194274902,0.171417236,-0.385757446,339678.8944,1.120360955,1.336201872,-0.249471584,-0.700328469,1.114174008,3.172237873,0.36159271,-0.031010658,-0.121930629,XArbitraryZVertical,-0.409342068,0.468841928,0.348567076,0.700804658,0.942499578,0.246891931,-0.225252628,0,0,0,-1,-1,339659.5887,walking,2,2023-02-21T15:37:32.729-08:00,2023-02-14T17:43:35.488-08:00,40963,1.272834,0.7073622,1.941418,30401.45,78,100,2023-02-21T15:37:50.663-08:00,698715470.7,0,0.4400024,99.2793,1,0.51,0
2023-02-21T15:37:52.076-08:00,1677022671,34.06472548,-118.4501946,111.9406,1.147627,1.157135,336.1349182,37.18221508,10.06580723,14.2513283,-9999,339678.9344,0.999267578,0.331451416,-0.474090576,339678.9244,1.186892803,1.380121452,-0.170965602,-2.311006308,0.861621201,2.79601717,0.151884079,0.025483668,-0.251382411,XArbitraryZVertical,-0.40927806,0.488991011,0.384643173,0.667404527,0.967561662,0.170133948,-0.186758518,0,0,0,-1,-1,339659.5887,walking,2,2023-02-21T15:37:32.729-08:00,2023-02-14T17:43:35.488-08:00,40963,1.272834,0.7073622,1.941418,30401.45,78,100,2023-02-21T15:37:50.663-08:00,698715470.7,0,0.4400024,99.2793,1,0.51,0
2023-02-21T15:37:52.111-08:00,1677022671,34.06472548,-118.4501946,111.9406,1.147627,1.157135,336.1349182,37.18221508,10.06580723,14.2513283,-9999,339678.9695,0.798477173,0.559036255,-0.380813599,339678.9545,1.277355352,1.41556014,-0.108522202,-2.610045433,0.658921003,2.277514935,-0.050552964,0.302853942,-0.31757915,XArbitraryZVertical,-0.420090584,0.496660812,0.423970274,0.630159514,0.982162893,0.108309314,-0.153703883,0,0,0,-1,-1,339659.5887,walking,2,2023-02-21T15:37:32.729-08:00,2023-02-14T17:43:35.488-08:00,40963,1.272834,0.7073622,1.941418,30401.45,78,100,2023-02-21T15:37:50.663-08:00,698715470.7,0,0.4400024,99.2793,1,0.51,0
2023-02-21T15:37:52.146-08:00,1677022671,34.06472548,-118.4501946,111.9406,1.147627,1.157135,336.1349182,37.18221508,10.06580723,14.2513283,-9999,339679.0045,0.660064697,0.656906128,-0.329162598,339678.9845,1.351564165,1.439227882,-0.057673468,-1.626697659,0.505645037,1.759940147,-0.218774021,0.523977757,-0.230479181,XArbitraryZVertical,-0.429015449,0.500460003,0.455397009,0.598413739,0.98970896,0.057641502,-0.130971059,0,0,0,-1,-1,339659.5887,walking,2,2023-02-21T15:37:32.729-08:00,2023-02-14T17:43:35.488-08:00,40963,1.272834,0.7073622,1.941418,30401.45,78,100,2023-02-21T15:37:50.663-08:00,698715470.7,0,0.4400024,99.2793,1,0.51,0
2023-02-21T15:37:52.181-08:00,1677022671,34.06472548,-118.4501946,111.9406,1.147627,1.157135,336.1349182,37.18221508,10.06580723,14.2513283,-9999,339679.0395,0.721679688,0.588882446,-0.315063477,339679.0145,1.384492517,1.4564141,-0.015017213,-0.258177608,0.539622366,1.321048141,-0.333288789,0.641889453,-0.215042531,XArbitraryZVertical,-0.429090268,0.508745015,0.472523032,0.577738717,0.993353426,0.015016648,-0.114120103,0,0,0,-1,-1,339659.5887,walking,2,2023-02-21T15:37:32.729-08:00,2023-02-14T17:43:35.488-08:00,40963,1.272834,0.7073622,1.941418,30401.45,78,100,2023-02-21T15:37:50.663-08:00,698715470.7,0,0.4400024,99.2793,1,0.51,0
2023-02-21T15:37:52.216-08:00,1677022671,34.06472548,-118.4501946,111.9406,1.147627,1.157135,336.1349182,37.18221508,10.06580723,14.2513283,-9999,339679.0746,0.832229614,0.549179077,-0.3412323,339679.0445,1.383011427,1.472959248,0.019410909,0.476992667,0.539977491,0.987301171,-0.289357066,0.621643603,-0.219628692,XArbitraryZVertical,-0.422772856,0.521949982,0.477429689,0.566473389,0.995030165,-0.01940969,-0.097662657,0,0,0,-1,-1,339659.5887,walking,2,2023-02-21T15:37:32.729-08:00,2023-02-14T17:43:35.488-08:00,40963,1.272834,0.7073622,1.941418,30401.45,78,100,2023-02-21T15:37:50.663-08:00,698715470.7,0,0.4400024,99.2793,1,0.51,0
2023-02-21T15:37:52.251-08:00,1677022671,34.06472548,-118.4501946,111.9406,1.147627,1.157135,336.1349182,37.18221508,10.06580723,14.2513283,-9999,339679.1096,0.903305054,0.582595825,-0.388504028,339679.1046,1.348656327,1.503890858,0.074975605,0.670420766,0.361863881,0.798554659,-0.09945178,0.645706117,-0.307218432,XArbitraryZVertical,-0.404802971,0.55027328,0.475694503,0.554119658,0.994959593,-0.074905381,-0.066667743,0,0,0,-1,-1,339659.5887,walking,2,2023-02-21T15:37:32.729-08:00,2023-02-14T17:43:35.488-08:00,40963,1.272834,0.7073622,1.941418,30401.45,78,100,2023-02-21T15:37:50.663-08:00,698715470.7,0,0.4400024,99.2793,1,0.51,0
2023-02-21T15:37:52.287-08:00,1677022671,34.06472548,-118.4501946,111.9406,1.147627,1.157135,336.1349182,37.18221508,10.06580723,14.2513283,-9999,339679.1446,0.94493103,0.5753479,-0.36807251,339679.1346,1.331929084,1.514094646,0.097494011,0.507561326,0.237123951,0.593957067,-0.090560317,0.677448273,-0.31737721,XArbitraryZVertical,-0.395949497,0.561269015,0.474852292,0.550196583,0.993651628,-0.097339638,-0.056402177,0,0,0,-1,-1,339659.5887,walking,2,2023-02-21T15:37:32.729-08:00,2023-02-14T17:43:35.488-08:00,40963,1.272834,0.7073622,1.941418,30401.45,78,100,2023-02-21T15:37:50.663-08:00,698715470.7,0,0.4400024,99.2793,1,0.51,0
2023-02-21T15:37:52.321-08:00,1677022672,34.06473641,-118.4502004,112.2699,1.129901,1.155756,336.1349182,41.72657208,10.06748777,14.25014116,-9999,339679.1796,1.114746094,0.613677979,-0.400741577,339679.1646,1.318791607,1.521208372,0.111187842,0.439113259,0.126565218,0.266288787,-0.000751615,0.689099133,-0.323571801,XArbitraryZVertical,-0.389862044,0.568662298,0.473396779,0.548202783,0.992603362,-0.110958889,-0.049261555,0,0,0,-1,-1,339659.5887,walking,2,2023-02-21T15:37:32.729-08:00,2023-02-14T17:43:35.488-08:00,40963,1.272834,0.7073622,1.941418,30401.45,78,100,2023-02-21T15:37:50.663-08:00,698715470.7,0,0.4400024,99.2793,1,0.51,0
