loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R),label
2023-02-16T15:32:18.957-08:00,1676590338,34.06374647,-118.4510814,123.8981,0.94,1,316.7578086,29.82341312,6.859337601,16.04276538,-9999,48054.22393,0.395599365,-0.339859009,-0.879043579,48054.20267,0.78441727,0.560494701,0.366872332,0.000788887,-0.279668719,-0.02415086,-0.07476598,-0.015554637,-0.056890786,XArbitraryZVertical,-0.058033736,-0.31830492,-0.407777831,-0.853833347,0.496228963,-0.358697653,-0.790628135,0,0,0,-1,-1,48053.43699,unknown,2,2023-02-16T15:32:18.167-08:00,2023-02-14T17:43:35.488-08:00,10095,1.233032,0.6712879,1.921202,7487.105,17,23,2023-02-16T15:32:15.605-08:00,698283138.5,0,-26.43,100.663,1,0.71,0
2023-02-16T15:32:18.992-08:00,1676590338,34.06374647,-118.4510814,123.8981,0.94,1,316.7578086,29.82341312,6.859337601,16.04276538,-9999,48054.25772,0.477310181,-0.284698486,-0.847839355,48054.2327,0.788974528,0.551598079,0.367003801,-0.1972965,-0.224572062,0.248419613,-0.09112528,0.028604925,-0.074672818,XArbitraryZVertical,-0.059188955,-0.314660104,-0.409475173,-0.854292609,0.489150792,-0.358820379,-0.794971347,0,0,0,-1,-1,48053.43699,unknown,2,2023-02-16T15:32:18.167-08:00,2023-02-14T17:43:35.488-08:00,10095,1.233032,0.6712879,1.921202,7487.105,17,23,2023-02-16T15:32:15.605-08:00,698283138.5,0,-26.43,100.663,1,0.71,0
2023-02-16T15:32:19.026-08:00,1676590338,34.06374647,-118.4510814,123.8981,0.94,1,316.7578086,29.82341312,6.859337601,16.04276538,-9999,48054.29151,0.390777588,-0.197097778,-0.86088562,48054.26272,0.801992935,0.538080052,0.365209725,-0.224427983,-0.355341375,0.362666607,-0.001378953,0.072446734,-0.045777023,XArbitraryZVertical,-0.059143546,-0.308983609,-0.41447717,-0.853955322,0.478689104,-0.35714519,-0.802062333,0,0,0,-1,-1,48053.43699,unknown,2,2023-02-16T15:32:18.167-08:00,2023-02-14T17:43:35.488-08:00,10095,1.233032,0.6712879,1.921202,7487.105,17,23,2023-02-16T15:32:15.605-08:00,698283138.5,0,-26.43,100.663,1,0.71,0
2023-02-16T15:32:19.057-08:00,1676590338,34.06374647,-118.4510814,123.8981,0.94,1,316.7578086,29.82341312,6.859337601,16.04276538,-9999,48054.32526,0.418548584,-0.263626099,-0.824050903,48054.29275,0.815010866,0.52317316,0.366290843,-0.150026083,-0.299356222,0.350207329,-0.076060295,0.172897875,-0.051715076,XArbitraryZVertical,-0.060741681,-0.303188949,-0.419677776,-0.853380034,0.466486931,-0.358154804,-0.808773816,0,0,0,-1,-1,48053.43699,unknown,2,2023-02-16T15:32:18.167-08:00,2023-02-14T17:43:35.488-08:00,10095,1.233032,0.6712879,1.921202,7487.105,17,23,2023-02-16T15:32:15.605-08:00,698283138.5,0,-26.43,100.663,1,0.71,0
2023-02-16T15:32:19.092-08:00,1676590338,34.06374647,-118.4510814,123.8981,0.94,1,316.7578086,29.82341312,6.859337601,16.04276538,-9999,48054.35905,0.392456055,-0.275283813,-0.73815918,48054.3528,0.835421787,0.497077073,0.360067173,-0.125306457,-0.288242638,0.094232038,-0.053334653,0.087520838,0.040311038,XArbitraryZVertical,-0.060460996,-0.291611945,-0.42710917,-0.853747327,0.44627896,-0.352337092,-0.822613895,0,0,0,-1,-1,48053.43699,unknown,2,2023-02-16T15:32:18.167-08:00,2023-02-14T17:43:35.488-08:00,10095,1.233032,0.6712879,1.921202,7487.105,17,23,2023-02-16T15:32:15.605-08:00,698283138.5,0,-26.43,100.663,1,0.71,0
2023-02-16T15:32:19.126-08:00,1676590338,34.06374647,-118.4510814,123.8981,0.94,1,316.7578086,29.82341312,6.859337601,16.04276538,-9999,48054.39284,0.399490356,-0.394790649,-0.664413452,48054.38283,0.839334386,0.487419011,0.358893202,-0.126127303,-0.272400975,0.09779115,-0.024764776,-0.015033782,0.149348319,XArbitraryZVertical,-0.061438146,-0.287402287,-0.428398528,-0.854458852,0.438506842,-0.351238161,-0.82725054,0,0,0,-1,-1,48053.43699,unknown,2,2023-02-16T15:32:18.167-08:00,2023-02-14T17:43:35.488-08:00,10095,1.233032,0.6712879,1.921202,7487.105,17,23,2023-02-16T15:32:15.605-08:00,698283138.5,0,-26.43,100.663,1,0.71,0
2023-02-16T15:32:19.162-08:00,1676590338,34.06374647,-118.4510814,123.8981,0.94,1,316.7578086,29.82341312,6.859337601,16.04276538,-9999,48054.42662,0.333816528,-0.337219238,-0.645675659,48054.41286,0.845568098,0.476832389,0.357472866,-0.05575306,-0.250315726,0.213877052,-0.051611543,8.50E-05,0.19131285,XArbitraryZVertical,-0.062191422,-0.282821181,-0.430633095,-0.854809632,0.429953158,-0.349907964,-0.832288802,0,0,0,-1,-1,48053.43699,unknown,2,2023-02-16T15:32:18.167-08:00,2023-02-14T17:43:35.488-08:00,10095,1.233032,0.6712879,1.921202,7487.105,17,23,2023-02-16T15:32:15.605-08:00,698283138.5,0,-26.43,100.663,1,0.71,0
2023-02-16T15:32:19.192-08:00,1676590339,34.06375284,-118.4510903,124.195,1,0.7186018,311.835933,27.78071869,6.918615188,16.01729057,-9999,48054.46038,0.358215332,-0.348327637,-0.763244629,48054.44288,0.85236519,0.467686559,0.36109692,0.047195375,-0.220690772,0.261876315,-0.084438115,0.02116257,0.149715602,XArbitraryZVertical,-0.064821989,-0.279774348,-0.433497128,-0.854169037,0.421748877,-0.353300631,-0.835048854,0,0,0,-1,-1,48053.43699,unknown,2,2023-02-16T15:32:18.167-08:00,2023-02-14T17:43:35.488-08:00,10095,1.233032,0.6712879,1.921202,7487.105,17,23,2023-02-16T15:32:15.605-08:00,698283138.5,0,-26.43,100.663,1,0.71,0
2023-02-16T15:32:19.227-08:00,1676590339,34.06375284,-118.4510903,124.195,1,0.7186018,311.835933,27.78071869,6.918615188,16.01729057,-9999,48054.49417,0.306304932,-0.358795166,-0.761611938,48054.47291,0.860044166,0.457340407,0.364605586,-0.047272012,-0.280244291,0.268717647,-0.057236105,0.01237309,0.07212162,XArbitraryZVertical,-0.067563432,-0.276242852,-0.436664931,-0.853492048,0.412536979,-0.356580824,-0.83825016,0,0,0,-1,-1,48053.43699,unknown,2,2023-02-16T15:32:18.167-08:00,2023-02-14T17:43:35.488-08:00,10095,1.233032,0.6712879,1.921202,7487.105,17,23,2023-02-16T15:32:15.605-08:00,698283138.5,0,-26.43,100.663,1,0.71,0
2023-02-16T15:32:19.262-08:00,1676590339,34.06375284,-118.4510903,124.195,1,0.7186018,311.835933,27.78071869,6.918615188,16.01729057,-9999,48054.52796,0.356796265,-0.427505493,-0.777481079,48054.50294,0.86856624,0.446730757,0.366795617,-0.041499022,-0.210751444,0.274102926,-0.09941861,-0.005738527,0.082977593,XArbitraryZVertical,-0.069691596,-0.272408442,-0.44007404,-0.852802099,0.403282046,-0.358626038,-0.841873467,0,0,0,-1,-1,48053.43699,unknown,2,2023-02-16T15:32:18.167-08:00,2023-02-14T17:43:35.488-08:00,10095,1.233032,0.6712879,1.921202,7487.105,17,23,2023-02-16T15:32:15.605-08:00,698283138.5,0,-26.43,100.663,1,0.71,0
